State Postal Code,State FIPS,District ID Number,School District Name,County Names,County FIPS
PA,42,18270,Owen J. Roberts School District,Chester County,029
PA,42,18300,Oxford Area School District,Chester County,029
PA,42,18330,Palisades School District,Bucks County,017
PA,42,18360,Palmerton Area School District,Carbon County,025
PA,42,18390,Palmyra Area School District,Lebanon County,075
PA,42,18450,Panther Valley School District,Carbon County,025
PA,42,18450,Panther Valley School District,Schuylkill County,107
PA,42,18510,Parkland School District,Lehigh County,077
PA,42,18570,Pen Argyl Area School District,Northampton County,095
PA,42,13770,Penn Cambria School District,Blair County,013
PA,42,13770,Penn Cambria School District,Cambria County,021
PA,42,18590,Penn Hills School District,Allegheny County,003
PA,42,18630,Penn Manor School District,Lancaster County,071
PA,42,18580,Penn-Delco School District,Delaware County,045
PA,42,18660,Penn-Trafford School District,Allegheny County,003
PA,42,18660,Penn-Trafford School District,Westmoreland County,129
PA,42,18740,Penncrest School District,Crawford County,039
PA,42,18740,Penncrest School District,Venango County,121
PA,42,18750,Pennridge School District,Bucks County,017
PA,42,18780,Penns Manor Area School District,Indiana County,063
PA,42,18810,Penns Valley Area School District,Centre County,027
PA,42,18840,Pennsbury School District,Bucks County,017
PA,42,18900,Pequea Valley School District,Lancaster County,071
PA,42,18930,Perkiomen Valley School District,Montgomery County,091
PA,42,18960,Peters Township School District,Washington County,125
PA,42,18990,Philadelphia City School District,Philadelphia County,101
PA,42,19020,Philipsburg-Osceola Area School District,Centre County,027
PA,42,19020,Philipsburg-Osceola Area School District,Clearfield County,033
PA,42,19050,Phoenixville Area School District,Chester County,029
PA,42,19140,Pine Grove Area School District,Schuylkill County,107
PA,42,02850,Pine-Richland School District,Allegheny County,003
PA,42,19170,Pittsburgh School District,Allegheny County,003
PA,42,19200,Pittston Area School District,Luzerne County,079
PA,42,19290,Pleasant Valley School District,Monroe County,089
PA,42,19350,Plum Borough School District,Allegheny County,003
PA,42,19500,Pocono Mountain School District,Monroe County,089
PA,42,19530,Port Allegany School District,Mc Kean County,083
PA,42,19530,Port Allegany School District,Potter County,105
PA,42,19560,Portage Area School District,Cambria County,021
PA,42,19650,Pottsgrove School District,Montgomery County,091
PA,42,19680,Pottstown School District,Montgomery County,091
PA,42,19710,Pottsville Area School District,Schuylkill County,107
PA,42,19800,Punxsutawney Area School District,Indiana County,063
PA,42,19800,Punxsutawney Area School District,Jefferson County,065
PA,42,19830,Purchase Line School District,Clearfield County,033
PA,42,19830,Purchase Line School District,Indiana County,063
PA,42,19860,Quaker Valley School District,Allegheny County,003
PA,42,19890,Quakertown Community School District,Bucks County,017
PA,42,19920,Radnor Township School District,Delaware County,045
PA,42,20040,Reading School District,Berks County,011
PA,42,20100,Red Lion Area School District,York County,133
PA,42,20130,Redbank Valley School District,Armstrong County,005
PA,42,20130,Redbank Valley School District,Clarion County,031
PA,42,20220,Reynolds School District,Mercer County,085
PA,42,20250,Richland School District,Cambria County,021
PA,42,20310,Ridgway Area School District,Elk County,047
PA,42,20370,Ridley School District,Delaware County,045
PA,42,20400,Ringgold School District,Allegheny County,003
PA,42,20400,Ringgold School District,Washington County,125
PA,42,17430,Riverside Beaver County School District,Beaver County,007
PA,42,23250,Riverside School District,Lackawanna County,069
PA,42,20430,Riverview School District,Allegheny County,003
PA,42,20460,Rochester Area School District,Beaver County,007
PA,42,20520,Rockwood Area School District,Somerset County,111
PA,42,20550,Rose Tree Media School District,Delaware County,045
PA,42,20730,Salisbury Township School District,Lehigh County,077
PA,42,20760,Salisbury-Elk Lick School District,Somerset County,111
PA,42,11730,Saucon Valley School District,Northampton County,095
PA,42,20850,Sayre Area School District,Bradford County,015
PA,42,20910,Schuylkill Haven Area School District,Schuylkill County,107
PA,42,20970,Schuylkill Valley School District,Berks County,011
PA,42,21090,Scranton School District,Lackawanna County,069
PA,42,21120,Selinsgrove Area School District,Snyder County,109
PA,42,22440,Seneca Valley School District,Butler County,019
PA,42,21180,Shade-Central City School District,Somerset County,111
PA,42,21200,Shaler Area School District,Allegheny County,003
PA,42,21240,Shamokin Area School District,Northumberland County,097
PA,42,21270,Shanksville-Stonycreek School District,Somerset County,111
PA,42,21330,Sharon City School District,Mercer County,085
PA,42,21420,Sharpsville Area School District,Mercer County,085
PA,42,21490,Shenandoah Valley School District,Schuylkill County,107
PA,42,21510,Shenango Area School District,Lawrence County,073
PA,42,21540,Shikellamy School District,Northumberland County,097
PA,42,21570,Shippensburg Area School District,Cumberland County,041
PA,42,21570,Shippensburg Area School District,Franklin County,055
PA,42,21660,Slippery Rock Area School District,Butler County,019
PA,42,21690,Smethport Area School District,Mc Kean County,083
PA,42,21810,Solanco School District,Lancaster County,071
PA,42,21840,Somerset Area School District,Somerset County,111
PA,42,21870,Souderton Area School District,Bucks County,017
PA,42,21870,Souderton Area School District,Montgomery County,091
PA,42,21910,South Allegheny School District,Allegheny County,003
PA,42,21930,South Butler County School District,Butler County,019
PA,42,22170,South Eastern School District,York County,133
PA,42,20580,South Fayette Township School District,Allegheny County,003
PA,42,22050,South Middleton School District,Cumberland County,041
PA,42,22060,South Park School District,Allegheny County,003
PA,42,22230,South Side Area School District,Beaver County,007
PA,42,22470,South Western School District,York County,133
PA,42,22140,South Williamsport Area School District,Lycoming County,081
PA,42,22400,Southeast Delco School District,Delaware County,045
PA,42,22200,Southeastern Greene School District,Greene County,059
PA,42,22260,Southern Columbia Area School District,Columbia County,037
PA,42,22260,Southern Columbia Area School District,Northumberland County,097
PA,42,22290,Southern Fulton School District,Fulton County,057
PA,42,22320,Southern Huntingdon County School District,Huntingdon County,061
PA,42,22350,Southern Lehigh School District,Lehigh County,077
PA,42,22370,Southern Tioga School District,Lycoming County,081
PA,42,22370,Southern Tioga School District,Tioga County,117
PA,42,22380,Southern York County School District,York County,133
PA,42,22410,Southmoreland School District,Fayette County,051
PA,42,22410,Southmoreland School District,Westmoreland County,129
PA,42,22530,Spring Cove School District,Blair County,013
PA,42,22590,Spring Grove Area School District,York County,133
PA,42,22560,Spring-Ford Area School District,Chester County,029
PA,42,22560,Spring-Ford Area School District,Montgomery County,091
PA,42,22600,Springfield School District,Delaware County,045
PA,42,22620,Springfield Township School District,Montgomery County,091
PA,42,22710,St. Clair Area School District,Schuylkill County,107
PA,42,20640,St. Marys Area School District,Elk County,047
PA,42,22770,State College Area School District,Centre County,027
PA,42,22790,Steel Valley School District,Allegheny County,003
PA,42,22800,Steelton-Highspire School District,Dauphin County,043
PA,42,22830,Sto-Rox School District,Allegheny County,003
PA,42,22860,Stroudsburg Area School District,Monroe County,089
PA,42,22920,Sullivan County School District,Sullivan County,113
PA,42,22980,Susquehanna Community School District,Susquehanna County,115
PA,42,22980,Susquehanna Community School District,Wayne County,127
PA,42,23010,Susquehanna Township School District,Dauphin County,043
PA,42,23040,Susquenita School District,Dauphin County,043
PA,42,23040,Susquenita School District,Perry County,099
PA,42,23220,Tamaqua Area School District,Schuylkill County,107
PA,42,23490,Titusville Area School District,Crawford County,039
PA,42,23490,Titusville Area School District,Venango County,121
PA,42,23490,Titusville Area School District,Warren County,123
PA,42,23550,Towanda Area School District,Bradford County,015
PA,42,23640,Tredyffrin-Easttown School District,Chester County,029
PA,42,23700,Tri-Valley School District,Schuylkill County,107
PA,42,23760,Trinity Area School District,Washington County,125
PA,42,23790,Troy Area School District,Bradford County,015
PA,42,23820,Tulpehocken Area School District,Berks County,011
PA,42,23850,Tunkhannock Area School District,Wyoming County,131
PA,42,23880,Turkeyfoot Valley Area School District,Somerset County,111
PA,42,22740,Tuscarora School District,Franklin County,055
PA,42,23970,Tussey Mountain School District,Bedford County,009
PA,42,23970,Tussey Mountain School District,Huntingdon County,061
PA,42,24000,Twin Valley School District,Berks County,011
PA,42,24000,Twin Valley School District,Chester County,029
PA,42,24030,Tyrone Area School District,Blair County,013
PA,42,24030,Tyrone Area School District,Centre County,027
PA,42,24030,Tyrone Area School District,Huntingdon County,061
PA,42,24060,Union Area School District,Lawrence County,073
PA,42,24090,Union City Area School District,Crawford County,039
PA,42,24090,Union City Area School District,Erie County,049
PA,42,24120,Union School District,Clarion County,031
PA,42,24150,Uniontown Area School District,Fayette County,051
PA,42,24210,Unionville-Chadds Ford School District,Chester County,029
PA,42,24210,Unionville-Chadds Ford School District,Delaware County,045
PA,42,24240,United School District,Indiana County,063
PA,42,24300,Upper Adams School District,Adams County,001
PA,42,24320,Upper Darby School District,Delaware County,045
PA,42,24360,Upper Dauphin Area School District,Dauphin County,043
PA,42,24390,Upper Dublin School District,Montgomery County,091
PA,42,24480,Upper Merion Area School District,Montgomery County,091
PA,42,24510,Upper Moreland Township School District,Montgomery County,091
PA,42,24540,Upper Perkiomen School District,Berks County,011
PA,42,24540,Upper Perkiomen School District,Montgomery County,091
PA,42,24570,Upper St. Clair School District,Allegheny County,003
PA,42,24630,Valley Grove School District,Venango County,121
PA,42,24650,Valley View School District,Lackawanna County,069
PA,42,24750,Wallenpaupack Area School District,Pike County,103
PA,42,24750,Wallenpaupack Area School District,Wayne County,127
PA,42,24790,Wallingford-Swarthmore School District,Delaware County,045
PA,42,24820,Warren County School District,Warren County,123
PA,42,24870,Warrior Run School District,Montour County,093
PA,42,24870,Warrior Run School District,Northumberland County,097
PA,42,24870,Warrior Run School District,Union County,119
PA,42,24960,Warwick School District,Lancaster County,071
PA,42,24990,Washington School District,Washington County,125
PA,42,25080,Wattsburg Area School District,Erie County,049
PA,42,24970,Wayne Highlands School District,Wayne County,127
PA,42,25110,Waynesboro Area School District,Franklin County,055
PA,42,25140,Weatherly Area School District,Carbon County,025
PA,42,25170,Wellsboro Area School District,Lycoming County,081
PA,42,25170,Wellsboro Area School District,Tioga County,117
PA,42,25200,West Allegheny School District,Allegheny County,003
PA,42,25230,West Branch Area School District,Clearfield County,033
PA,42,25230,West Branch Area School District,Clinton County,035
PA,42,25290,West Chester Area School District,Chester County,029
PA,42,25290,West Chester Area School District,Delaware County,045
PA,42,25440,West Greene School District,Greene County,059
PA,42,25590,West Jefferson Hills School District,Allegheny County,003
PA,42,25650,West Middlesex Area School District,Mercer County,085
PA,42,25680,West Mifflin Area School District,Allegheny County,003
PA,42,25740,West Perry School District,Perry County,099
PA,42,25830,West Shore School District,Cumberland County,041
PA,42,25830,West Shore School District,York County,133
PA,42,25980,West York Area School District,York County,133
PA,42,26040,Western Beaver County School District,Beaver County,007
PA,42,26070,Western Wayne School District,Wayne County,127
PA,42,26130,Westmont Hilltop School District,Cambria County,021
PA,42,26250,Whitehall-Coplay School District,Lehigh County,077
PA,42,26300,Wilkes-Barre Area School District,Luzerne County,079
PA,42,26370,Wilkinsburg Borough School District,Allegheny County,003
PA,42,26390,William Penn School District,Delaware County,045
PA,42,26400,Williams Valley School District,Dauphin County,043
PA,42,26400,Williams Valley School District,Schuylkill County,107
PA,42,26430,Williamsburg Community School District,Blair County,013
PA,42,26460,Williamsport Area School District,Lycoming County,081
PA,42,26520,Wilmington Area School District,Lawrence County,073
PA,42,26520,Wilmington Area School District,Mercer County,085
PA,42,26550,Wilson Area School District,Northampton County,095
PA,42,26580,Wilson School District,Berks County,011
PA,42,26610,Windber Area School District,Cambria County,021
PA,42,26610,Windber Area School District,Somerset County,111
PA,42,02400,Wissahickon School District,Montgomery County,091
PA,42,16500,Woodland Hills School District,Allegheny County,003
PA,42,26700,Wyalusing Area School District,Bradford County,015
PA,42,26700,Wyalusing Area School District,Wyoming County,131
PA,42,26730,Wyoming Area School District,Luzerne County,079
PA,42,26730,Wyoming Area School District,Wyoming County,131
PA,42,25950,Wyoming Valley West School District,Luzerne County,079
PA,42,26760,Wyomissing Area School District,Berks County,011
PA,42,26820,York City School District,York County,133
PA,42,26850,York Suburban School District,York County,133
PA,42,21150,Yough School District,Westmoreland County,129
RI,44,00030,Barrington School District,Bristol County,001
RI,44,00065,Bristol-Warren Regional School District,Bristol County,001
RI,44,00090,Burrillville School District,Providence County,007
RI,44,00120,Central Falls School District,Providence County,007
RI,44,00150,Chariho Regional School District,Washington County,009
RI,44,00210,Coventry School District,Kent County,003
RI,44,00240,Cranston School District,Providence County,007
RI,44,00270,Cumberland School District,Providence County,007
RI,44,00300,East Greenwich School District,Kent County,003
RI,44,00330,East Providence School District,Providence County,007
RI,44,00360,Exeter-West Greenwich Regional School District,Kent County,003
RI,44,00360,Exeter-West Greenwich Regional School District,Washington County,009
RI,44,00390,Foster Elementary School District,Providence County,007
RI,44,00420,Foster-Glocester Regional School District,Providence County,007
RI,44,00450,Glocester Elementary School District,Providence County,007
RI,44,00510,Jamestown School District,Newport County,005
RI,44,00540,Johnston School District,Providence County,007
RI,44,00570,Lincoln School District,Providence County,007
RI,44,00600,Little Compton School District,Newport County,005
RI,44,00630,Middletown School District,Newport County,005
RI,44,00660,Narragansett School District,Washington County,009
RI,44,00690,New Shoreham School District,Washington County,009
RI,44,00720,Newport School District,Newport County,005
RI,44,00750,North Kingstown School District,Washington County,009
RI,44,00780,North Providence School District,Providence County,007
RI,44,00810,North Smithfield School District,Providence County,007
RI,44,00840,Pawtucket School District,Providence County,007
RI,44,00870,Portsmouth School District,Newport County,005
RI,44,00900,Providence School District,Providence County,007
RI,44,00960,Scituate School District,Providence County,007
RI,44,00990,Smithfield School District,Providence County,007
RI,44,01020,South Kingstown School District,Washington County,009
RI,44,01050,Tiverton School District,Newport County,005
RI,44,01110,Warwick School District,Kent County,003
RI,44,01140,West Warwick School District,Kent County,003
RI,44,01170,Westerly School District,Washington County,009
RI,44,01200,Woonsocket School District,Providence County,007
SC,45,00690,Abbeville County School District,Abbeville County,001
SC,45,00720,Aiken County School District,Aiken County,003
SC,45,00720,Aiken County School District,Saluda County,081
SC,45,00750,Allendale County School District,Allendale County,005
SC,45,00780,Anderson School District 1,Anderson County,007
SC,45,00810,Anderson School District 2,Anderson County,007
SC,45,00810,Anderson School District 2,Greenville County,045
SC,45,00840,Anderson School District 3,Anderson County,007
SC,45,00870,Anderson School District 4,Anderson County,007
SC,45,00900,Anderson School District 5,Anderson County,007
SC,45,03916,Bamberg County School District,Bamberg County,009
SC,45,03914,Barnwell County Consolidated School District,Barnwell County,011
SC,45,01080,Barnwell School District 45,Barnwell County,011
SC,45,01110,Beaufort County School District,Beaufort County,013
SC,45,00006,Beaufort Marine Corps Air Station School District,Beaufort County,013
SC,45,01170,Berkeley County School District,Berkeley County,015
SC,45,01250,Calhoun County School District,Calhoun County,017
SC,45,01440,Charleston County School District,Charleston County,019
SC,45,01500,Cherokee County School District,Cherokee County,021
SC,45,01530,Chester County School District,Chester County,023
SC,45,01560,Chesterfield County School District,Chesterfield County,025
SC,45,03915,Clarendon County School District,Clarendon County,027
SC,45,01830,Colleton County School District,Colleton County,029
SC,45,01860,Darlington County School District,Darlington County,031
SC,45,01950,Dillon School District 3,Dillon County,033
SC,45,01920,Dillon School District 4,Dillon County,033
SC,45,02010,Dorchester School District 2,Dorchester County,035
SC,45,00002,Dorchester School District 4,Dorchester County,035
SC,45,02070,Edgefield County School District,Edgefield County,037
SC,45,02100,Fairfield County School District,Fairfield County,039
SC,45,02130,Florence School District 1,Florence County,041
SC,45,02160,Florence School District 2,Florence County,041
SC,45,02190,Florence School District 3,Florence County,041
SC,45,02250,Florence School District 5,Florence County,041
SC,45,00005,Fort Jackson Schools,Richland County,079
SC,45,02280,Georgetown County School District,Georgetown County,043
SC,45,02310,Greenville County School District,Greenville County,045
SC,45,02310,Greenville County School District,Laurens County,059
SC,45,02310,Greenville County School District,Spartanburg County,083
SC,45,02340,Greenwood School District 50,Greenwood County,047
SC,45,02370,Greenwood School District 51,Abbeville County,001
SC,45,02370,Greenwood School District 51,Greenwood County,047
SC,45,02370,Greenwood School District 51,Laurens County,059
SC,45,02400,Greenwood School District 52,Greenwood County,047
SC,45,03912,Hampton County School District,Hampton County,049
SC,45,02490,Horry County School District,Horry County,051
SC,45,02520,Jasper County School District,Jasper County,053
SC,45,02550,Kershaw County School District,Kershaw County,055
SC,45,02580,Lancaster County School District,Lancaster County,057
SC,45,02610,Laurens School District 55,Laurens County,059
SC,45,02640,Laurens School District 56,Laurens County,059
SC,45,02670,Lee County School District,Lee County,061
SC,45,02700,Lexington School District 1,Lexington County,063
SC,45,02730,Lexington School District 2,Lexington County,063
SC,45,02760,Lexington School District 3,Lexington County,063
SC,45,02760,Lexington School District 3,Saluda County,081
SC,45,02790,Lexington School District 4,Lexington County,063
SC,45,02820,Lexington School District 5,Lexington County,063
SC,45,02820,Lexington School District 5,Richland County,079
SC,45,03908,Marion School District 10,Marion County,067
SC,45,02970,Marlboro County School District,Marlboro County,069
SC,45,03000,McCormick County School District,McCormick County,065
SC,45,03030,Newberry County School District,Newberry County,071
SC,45,03060,Oconee County School District,Oconee County,073
SC,45,03910,Orangeburg County School District,Orangeburg County,075
SC,45,03330,Pickens County School District,Pickens County,077
SC,45,03360,Richland School District 1,Richland County,079
SC,45,03390,Richland School District 2,Richland County,079
SC,45,03460,Saluda County School District,Saluda County,081
SC,45,03480,Spartanburg School District 1,Greenville County,045
SC,45,03480,Spartanburg School District 1,Spartanburg County,083
SC,45,03510,Spartanburg School District 2,Cherokee County,021
SC,45,03510,Spartanburg School District 2,Spartanburg County,083
SC,45,03540,Spartanburg School District 3,Spartanburg County,083
SC,45,03570,Spartanburg School District 4,Spartanburg County,083
SC,45,03600,Spartanburg School District 5,Spartanburg County,083
SC,45,03630,Spartanburg School District 6,Spartanburg County,083
SC,45,03660,Spartanburg School District 7,Spartanburg County,083
SC,45,03902,Sumter County Consolidated School District,Sumter County,085
SC,45,03750,Union County School District,Union County,087
SC,45,03780,Williamsburg County School District,Williamsburg County,089
SC,45,03810,York School District 1,York County,091
SC,45,03840,York School District 2,York County,091
SC,45,03870,York School District 3,York County,091
SC,45,03900,York School District 4,York County,091
SD,46,02070,Aberdeen School District 06-1,Brown County,013
SD,46,00042,Agar-Blunt-Onida School District 58-3,Hughes County,065
SD,46,00042,Agar-Blunt-Onida School District 58-3,Sully County,119
SD,46,00028,Alcester-Hudson School District 61-1,Lincoln County,083
SD,46,00028,Alcester-Hudson School District 61-1,Union County,127
SD,46,39540,Andes Central School District 11-1,Charles Mix County,023
SD,46,39540,Andes Central School District 11-1,Gregory County,053
SD,46,03720,Arlington School District 38-1,Brookings County,011
SD,46,03720,Arlington School District 38-1,Hamlin County,057
SD,46,03720,Arlington School District 38-1,Kingsbury County,077
SD,46,03780,Armour School District 21-1,Charles Mix County,023
SD,46,03780,Armour School District 21-1,Douglas County,043
SD,46,04270,Avon School District 04-1,Bon Homme County,009
SD,46,04270,Avon School District 04-1,Charles Mix County,023
SD,46,04680,Baltic School District 49-1,Minnehaha County,099
SD,46,05610,Belle Fourche School District 09-1,Butte County,019
SD,46,05610,Belle Fourche School District 09-1,Lawrence County,081
SD,46,06240,Bennett County School District 03-1,Bennett County,007
SD,46,06360,Beresford School District 61-2,Clay County,027
SD,46,06360,Beresford School District 61-2,Lincoln County,083
SD,46,06360,Beresford School District 61-2,Union County,127
SD,46,06960,Big Stone City School District 25-1,Grant County,051
SD,46,06960,Big Stone City School District 25-1,Roberts County,109
SD,46,07050,Bison School District 52-1,Perkins County,105
SD,46,07400,Bon Homme School District 04-2,Bon Homme County,009
SD,46,07400,Bon Homme School District 04-2,Yankton County,135
SD,46,07800,Bowdle School District 22-1,Campbell County,021
SD,46,07800,Bowdle School District 22-1,Edmunds County,045
SD,46,07800,Bowdle School District 22-1,Walworth County,129
SD,46,07950,Brandon Valley School District 49-2,Minnehaha County,099
SD,46,21420,Bridgewater-Emery School District 30-3,Hanson County,061
SD,46,21420,Bridgewater-Emery School District 30-3,Hutchinson County,067
SD,46,21420,Bridgewater-Emery School District 30-3,McCook County,087
SD,46,00041,Britton-Hecla School District 45-4,Brown County,013
SD,46,00041,Britton-Hecla School District 45-4,Marshall County,091
SD,46,08520,Brookings School District 05-1,Brookings County,011
SD,46,08520,Brookings School District 05-1,Moody County,101
SD,46,09512,Burke School District 26-2,Gregory County,053
SD,46,10320,Canistota School District 43-1,McCook County,087
SD,46,10560,Canton School District 41-1,Lincoln County,083
SD,46,10560,Canton School District 41-1,Minnehaha County,099
SD,46,11280,Castlewood School District 28-1,Codington County,029
SD,46,11280,Castlewood School District 28-1,Deuel County,039
SD,46,11280,Castlewood School District 28-1,Hamlin County,057
SD,46,11760,Centerville School District 60-1,Clay County,027
SD,46,11760,Centerville School District 60-1,Lincoln County,083
SD,46,11760,Centerville School District 60-1,Turner County,125
SD,46,12000,Chamberlain School District 07-1,Brule County,015
SD,46,12000,Chamberlain School District 07-1,Buffalo County,017
SD,46,12000,Chamberlain School District 07-1,Lyman County,085
SD,46,12300,Chester School District 39-1,Lake County,079
SD,46,12300,Chester School District 39-1,McCook County,087
SD,46,12300,Chester School District 39-1,Minnehaha County,099
SD,46,12300,Chester School District 39-1,Moody County,101
SD,46,12940,Clark School District 12-2,Clark County,025
SD,46,12940,Clark School District 12-2,Spink County,115
SD,46,14100,Colman-Egan School District 50-5,Lake County,079
SD,46,14100,Colman-Egan School District 50-5,Moody County,101
SD,46,14130,Colome Consolidated School District 59-3,Mellette County,095
SD,46,14130,Colome Consolidated School District 59-3,Tripp County,123
SD,46,80445,Corsica-Stickney School District 21-3,Aurora County,003
SD,46,80445,Corsica-Stickney School District 21-3,Davison County,035
SD,46,80445,Corsica-Stickney School District 21-3,Douglas County,043
SD,46,16950,Custer School District 16-1,Custer County,033
SD,46,16950,Custer School District 16-1,Pennington County,103
SD,46,36990,Dakota Valley School District 61-8,Union County,127
SD,46,17850,De Smet School District 38-2,Clark County,025
SD,46,17850,De Smet School District 38-2,Kingsbury County,077
SD,46,18120,Dell Rapids School District 49-3,Minnehaha County,099
SD,46,18120,Dell Rapids School District 49-3,Moody County,101
SD,46,78300,Deubrook School District 05-6,Brookings County,011
SD,46,78300,Deubrook School District 05-6,Deuel County,039
SD,46,00036,Deuel School District 19-4,Deuel County,039
SD,46,00036,Deuel School District 19-4,Grant County,051
SD,46,00036,Deuel School District 19-4,Hamlin County,057
SD,46,19170,Doland School District 56-2,Beadle County,005
SD,46,19170,Doland School District 56-2,Clark County,025
SD,46,19170,Doland School District 56-2,Spink County,115
SD,46,19410,Douglas School District 51-1,Meade County,093
SD,46,19410,Douglas School District 51-1,Pennington County,103
SD,46,19450,Dupree School District 64-2,Dewey County,041
SD,46,19450,Dupree School District 64-2,Ziebach County,137
SD,46,20100,Eagle Butte School District 20-1,Dewey County,041
SD,46,20100,Eagle Butte School District 20-1,Ziebach County,137
SD,46,20850,Edgemont School District 23-1,Fall River County,047
SD,46,34440,Edmunds Central School District 22-5,Edmunds County,045
SD,46,34440,Edmunds Central School District 22-5,Faulk County,049
SD,46,34440,Edmunds Central School District 22-5,McPherson County,089
SD,46,21300,Elk Mountain School District 16-2,Custer County,033
SD,46,21340,Elk Point-Jefferson School District 61-7,Union County,127
SD,46,21390,Elkton School District 05-3,Brookings County,011
SD,46,21390,Elkton School District 05-3,Moody County,101
SD,46,22410,Estelline School District 28-2,Brookings County,011
SD,46,22410,Estelline School District 28-2,Deuel County,039
SD,46,22410,Estelline School District 28-2,Hamlin County,057
SD,46,22500,Ethan School District 17-1,Davison County,035
SD,46,22500,Ethan School District 17-1,Hanson County,061
SD,46,22500,Ethan School District 17-1,Hutchinson County,067
SD,46,22560,Eureka School District 44-1,Campbell County,021
SD,46,22560,Eureka School District 44-1,McPherson County,089
SD,46,22940,Faith School District 46-2,Meade County,093
SD,46,22940,Faith School District 46-2,Perkins County,105
SD,46,22940,Faith School District 46-2,Ziebach County,137
SD,46,24030,Faulkton School District 24-4,Faulk County,049
SD,46,24030,Faulkton School District 24-4,Hand County,059
SD,46,24030,Faulkton School District 24-4,Hyde County,069
SD,46,24030,Faulkton School District 24-4,Potter County,107
SD,46,24390,Flandreau School District 50-3,Moody County,101
SD,46,24540,Florence School District 14-1,Codington County,029
SD,46,24540,Florence School District 14-1,Day County,037
SD,46,24540,Florence School District 14-1,Grant County,051
SD,46,21400,Frederick Area School District 06-2,Brown County,013
SD,46,25500,Freeman School District 33-1,Hutchinson County,067
SD,46,25500,Freeman School District 33-1,McCook County,087
SD,46,25500,Freeman School District 33-1,Turner County,125
SD,46,26370,Garretson School District 49-4,Minnehaha County,099
SD,46,26490,Gayville-Volin School District 63-1,Clay County,027
SD,46,26490,Gayville-Volin School District 63-1,Yankton County,135
SD,46,26970,Gettysburg School District 53-1,Potter County,107
SD,46,29880,Gregory School District 26-4,Gregory County,053
SD,46,29880,Gregory School District 26-4,Lyman County,085
SD,46,29880,Gregory School District 26-4,Tripp County,123
SD,46,00045,Groton Area School District 06-6,Brown County,013
SD,46,00045,Groton Area School District 06-6,Clark County,025
SD,46,00045,Groton Area School District 06-6,Day County,037
SD,46,00045,Groton Area School District 06-6,Marshall County,091
SD,46,00045,Groton Area School District 06-6,Spink County,115
SD,46,30490,Haakon School District 27-1,Haakon County,055
SD,46,30490,Haakon School District 27-1,Jackson County,071
SD,46,30800,Hamlin School District 28-3,Clark County,025
SD,46,30800,Hamlin School District 28-3,Codington County,029
SD,46,30800,Hamlin School District 28-3,Hamlin County,057
SD,46,30800,Hamlin School District 28-3,Kingsbury County,077
SD,46,02640,Hanson School District 30-1,Hanson County,061
SD,46,02640,Hanson School District 30-1,Miner County,097
SD,46,09300,Harding County School District 31-1,Harding County,063
SD,46,31350,Harrisburg School District 41-2,Lincoln County,083
SD,46,31350,Harrisburg School District 41-2,Minnehaha County,099
SD,46,32340,Henry School District 14-2,Clark County,025
SD,46,32340,Henry School District 14-2,Codington County,029
SD,46,32340,Henry School District 14-2,Hamlin County,057
SD,46,32430,Herreid School District 10-1,Campbell County,021
SD,46,80440,Highmore-Harrold School District 34-2,Hughes County,065
SD,46,80440,Highmore-Harrold School District 34-2,Hyde County,069
SD,46,80440,Highmore-Harrold School District 34-2,Sully County,119
SD,46,33360,Hill City School District 51-2,Pennington County,103
SD,46,00046,Hitchcock-Tulare School District 56-6,Beadle County,005
SD,46,00046,Hitchcock-Tulare School District 56-6,Hand County,059
SD,46,00046,Hitchcock-Tulare School District 56-6,Spink County,115
SD,46,34480,Hot Springs School District 23-2,Custer County,033
SD,46,34480,Hot Springs School District 23-2,Fall River County,047
SD,46,34600,Hoven School District 53-2,Edmunds County,045
SD,46,34600,Hoven School District 53-2,Faulk County,049
SD,46,34600,Hoven School District 53-2,Potter County,107
SD,46,34600,Hoven School District 53-2,Walworth County,129
SD,46,00025,Howard School District 48-3,Hanson County,061
SD,46,00025,Howard School District 48-3,Kingsbury County,077
SD,46,00025,Howard School District 48-3,McCook County,087
SD,46,00025,Howard School District 48-3,Miner County,097
SD,46,35480,Huron School District 02-2,Beadle County,005
SD,46,35480,Huron School District 02-2,Jerauld County,073
SD,46,35480,Huron School District 02-2,Sanborn County,111
SD,46,36060,Ipswich School District 22-6,Edmunds County,045
SD,46,36060,Ipswich School District 22-6,Faulk County,049
SD,46,80439,Irene-Wakonda School District 13-3,Clay County,027
SD,46,80439,Irene-Wakonda School District 13-3,Turner County,125
SD,46,80439,Irene-Wakonda School District 13-3,Yankton County,135
SD,46,36150,Iroquois School District 02-3,Beadle County,005
SD,46,36150,Iroquois School District 02-3,Kingsbury County,077
SD,46,19580,Jones County School District 37-3,Jones County,075
SD,46,19580,Jones County School District 37-3,Mellette County,095
SD,46,80437,Kadoka School District 35-2,Haakon County,055
SD,46,80437,Kadoka School District 35-2,Jackson County,071
SD,46,80437,Kadoka School District 35-2,Jones County,075
SD,46,38220,Kimball School District 07-2,Aurora County,003
SD,46,38220,Kimball School District 07-2,Brule County,015
SD,46,38220,Kimball School District 07-2,Buffalo County,017
SD,46,38220,Kimball School District 07-2,Jerauld County,073
SD,46,39990,Lake Preston School District 38-3,Kingsbury County,077
